uid,data
1535703322314,"{""uid"":1535703322314,""townSize"":""none"",""score"":16030,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535698523752,"{""uid"":1535698523752,""townSize"":""none"",""score"":14937,""evilness"":false,""gender"":""none"",""age"":""none""}"
1535712587745,"{""uid"":1535712587745,""townSize"":""none"",""score"":16054,""evilness"":true,""gender"":""none"",""age"":""none""}"
1535701880476,"{""uid"":1535701880476,""townSize"":""none"",""score"":15990,""evilness"":false,""gender"":""Muž"",""age"":""18–35 let""}"
1535714720656,"{""uid"":1535714720656,""townSize"":""Nad 50 000 obyvatel"",""score"":15751,""evilness"":false,""gender"":""Muž"",""age"":""18–35 let""}"
1535708421003,"{""uid"":1535708421003,""townSize"":""Nad 50 000 obyvatel"",""score"":14930,""evilness"":false,""gender"":""Žena"",""age"":""18–35 let""}"
1535702303981,"{""uid"":1535702303981,""townSize"":""none"",""score"":16006,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535706641833,"{""uid"":1535706641833,""townSize"":""Nad 50 000 obyvatel"",""score"":15374,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535705531859,"{""uid"":1535705531859,""townSize"":""Nad 50 000 obyvatel"",""score"":15669,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535714317425,"{""uid"":1535714317425,""townSize"":""Nad 50 000 obyvatel"",""score"":15411,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535703291872,"{""uid"":1535703291872,""townSize"":""none"",""score"":15355,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535707210194,"{""uid"":1535707210194,""townSize"":""5 000–50 000 obyvatel"",""score"":15197,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535708139122,"{""uid"":1535708139122,""townSize"":""Nad 50 000 obyvatel"",""score"":15767,""evilness"":true,""gender"":""Žena"",""age"":""Přes 35 let""}"
1535709704311,"{""uid"":1535709704311,""townSize"":""Pod 5 000 obyvatel"",""score"":15190,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535711121170,"{""uid"":1535711121170,""townSize"":""Nad 50 000 obyvatel"",""score"":15826,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535703806282,"{""uid"":1535703806282,""townSize"":""none"",""score"":15796,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535702054810,"{""uid"":1535702054810,""townSize"":""none"",""score"":15542,""evilness"":false,""gender"":""Muž"",""age"":""Do 18 let""}"
1535713028591,"{""uid"":1535713028591,""townSize"":""Nad 50 000 obyvatel"",""score"":15977,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535700886489,"{""uid"":1535700886489,""townSize"":""none"",""score"":16008,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535711157180,"{""uid"":1535711157180,""townSize"":""Nad 50 000 obyvatel"",""score"":15944,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535715960240,"{""uid"":1535715960240,""townSize"":""Nad 50 000 obyvatel"",""score"":15891,""evilness"":false,""gender"":""Žena"",""age"":""18–35 let""}"
1535706399943,"{""uid"":1535706399943,""townSize"":""Pod 5 000 obyvatel"",""score"":15501,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535702796722,"{""uid"":1535702796722,""townSize"":""none"",""score"":15191,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535701775053,"{""uid"":1535701775053,""townSize"":""none"",""score"":15762,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535703208538,"{""uid"":1535703208538,""townSize"":""none"",""score"":15694,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535699447581,"{""uid"":1535699447581,""townSize"":""none"",""score"":15781,""evilness"":true,""gender"":""none"",""age"":""none""}"
1535705965934,"{""uid"":1535705965934,""townSize"":""none"",""score"":15814,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535703666459,"{""uid"":1535703666459,""townSize"":""none"",""score"":14972,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535711925432,"{""uid"":1535711925432,""townSize"":""Pod 5 000 obyvatel"",""score"":15180,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535703212463,"{""uid"":1535703212463,""townSize"":""none"",""score"":16030,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535708745005,"{""uid"":1535708745005,""townSize"":""5 000–50 000 obyvatel"",""score"":15024,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535702502089,"{""uid"":1535702502089,""townSize"":""none"",""score"":15585,""evilness"":false,""gender"":""none"",""age"":""none""}"
1535708542804,"{""uid"":1535708542804,""townSize"":""Nad 50 000 obyvatel"",""score"":15823,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535701762823,"{""uid"":1535701762823,""townSize"":""none"",""score"":16026,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535701638789,"{""uid"":1535701638789,""townSize"":""none"",""score"":15741,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535715641684,"{""uid"":1535715641684,""townSize"":""Pod 5 000 obyvatel"",""score"":15039,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535705814552,"{""uid"":1535705814552,""townSize"":""Nad 50 000 obyvatel"",""score"":15651,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535714818174,"{""uid"":1535714818174,""townSize"":""Nad 50 000 obyvatel"",""score"":16211,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535712686958,"{""uid"":1535712686958,""townSize"":""Pod 5 000 obyvatel"",""score"":15754,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535714539617,"{""uid"":1535714539617,""townSize"":""5 000–50 000 obyvatel"",""score"":14481,""evilness"":false,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535701407198,"{""uid"":1535701407198,""townSize"":""none"",""score"":15651,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535699371217,"{""uid"":1535699371217,""townSize"":""none"",""score"":15043,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535702176017,"{""uid"":1535702176017,""townSize"":""none"",""score"":16009,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535706168977,"{""uid"":1535706168977,""townSize"":""none"",""score"":15155,""evilness"":true,""gender"":""none"",""age"":""none""}"
1535702837617,"{""uid"":1535702837617,""townSize"":""none"",""score"":15976,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535701356156,"{""uid"":1535701356156,""townSize"":""none"",""score"":15894,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535708010985,"{""uid"":1535708010985,""townSize"":""Nad 50 000 obyvatel"",""score"":15556,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535710219761,"{""uid"":1535710219761,""townSize"":""Nad 50 000 obyvatel"",""score"":15670,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535716175836,"{""uid"":1535716175836,""townSize"":""Nad 50 000 obyvatel"",""score"":15227,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535702933727,"{""uid"":1535702933727,""townSize"":""none"",""score"":15040,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535701086148,"{""uid"":1535701086148,""townSize"":""none"",""score"":16015,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535707707773,"{""uid"":1535707707773,""townSize"":""5 000–50 000 obyvatel"",""score"":15645,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535705314151,"{""uid"":1535705314151,""townSize"":""Nad 50 000 obyvatel"",""score"":16012,""evilness"":false,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535706167102,"{""uid"":1535706167102,""townSize"":""Nad 50 000 obyvatel"",""score"":15843,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535714463524,"{""uid"":1535714463524,""townSize"":""Nad 50 000 obyvatel"",""score"":15103,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535716029568,"{""uid"":1535716029568,""townSize"":""Nad 50 000 obyvatel"",""score"":15889,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535715713980,"{""uid"":1535715713980,""townSize"":""none"",""score"":15375,""evilness"":true,""gender"":""none"",""age"":""none""}"
1535710251967,"{""uid"":1535710251967,""townSize"":""Pod 5 000 obyvatel"",""score"":15862,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535713597317,"{""uid"":1535713597317,""townSize"":""Pod 5 000 obyvatel"",""score"":15230,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535703579942,"{""uid"":1535703579942,""townSize"":""none"",""score"":15994,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535709037743,"{""uid"":1535709037743,""townSize"":""5 000–50 000 obyvatel"",""score"":15856,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535715523677,"{""uid"":1535715523677,""townSize"":""none"",""score"":14575,""evilness"":true,""gender"":""none"",""age"":""none""}"
1535714273093,"{""uid"":1535714273093,""townSize"":""Nad 50 000 obyvatel"",""score"":15468,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535706572517,"{""uid"":1535706572517,""townSize"":""Nad 50 000 obyvatel"",""score"":15111,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535715323155,"{""uid"":1535715323155,""townSize"":""5 000–50 000 obyvatel"",""score"":15232,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535703629472,"{""uid"":1535703629472,""townSize"":""none"",""score"":15537,""evilness"":false,""gender"":""Žena"",""age"":""18–35 let""}"
1535715964291,"{""uid"":1535715964291,""townSize"":""Nad 50 000 obyvatel"",""score"":15820,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535707100970,"{""uid"":1535707100970,""townSize"":""Pod 5 000 obyvatel"",""score"":15838,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535701445634,"{""uid"":1535701445634,""townSize"":""none"",""score"":15976,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535704604792,"{""uid"":1535704604792,""townSize"":""none"",""score"":16017,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535709164790,"{""uid"":1535709164790,""townSize"":""5 000–50 000 obyvatel"",""score"":15120,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535712464791,"{""uid"":1535712464791,""townSize"":""Nad 50 000 obyvatel"",""score"":15674,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535709824143,"{""uid"":1535709824143,""townSize"":""Nad 50 000 obyvatel"",""score"":14503,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535707533406,"{""uid"":1535707533406,""townSize"":""Nad 50 000 obyvatel"",""score"":15799,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535698441086,"{""uid"":1535698441086,""townSize"":""none"",""score"":15188,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535710282824,"{""uid"":1535710282824,""townSize"":""none"",""score"":15771,""evilness"":true,""gender"":""none"",""age"":""none""}"
1535709584235,"{""uid"":1535709584235,""townSize"":""Pod 5 000 obyvatel"",""score"":15010,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535707567217,"{""uid"":1535707567217,""townSize"":""Nad 50 000 obyvatel"",""score"":15796,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535712202290,"{""uid"":1535712202290,""townSize"":""Nad 50 000 obyvatel"",""score"":15194,""evilness"":false,""gender"":""Muž"",""age"":""18–35 let""}"
1535709210617,"{""uid"":1535709210617,""townSize"":""Nad 50 000 obyvatel"",""score"":15220,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535708867907,"{""uid"":1535708867907,""townSize"":""5 000–50 000 obyvatel"",""score"":16220,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535713070334,"{""uid"":1535713070334,""townSize"":""Nad 50 000 obyvatel"",""score"":16239,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535705898778,"{""uid"":1535705898778,""townSize"":""Nad 50 000 obyvatel"",""score"":15645,""evilness"":true,""gender"":""Muž"",""age"":""Do 18 let""}"
1535702350344,"{""uid"":1535702350344,""townSize"":""none"",""score"":15719,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535713321772,"{""uid"":1535713321772,""townSize"":""Nad 50 000 obyvatel"",""score"":15077,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535697793196,"{""uid"":1535697793196,""townSize"":""none"",""score"":15937,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535711253640,"{""uid"":1535711253640,""townSize"":""Pod 5 000 obyvatel"",""score"":16000,""evilness"":false,""gender"":""Muž"",""age"":""18–35 let""}"
1535713458710,"{""uid"":1535713458710,""townSize"":""Nad 50 000 obyvatel"",""score"":15406,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535700867552,"{""uid"":1535700867552,""townSize"":""none"",""score"":15696,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535711596776,"{""uid"":1535711596776,""townSize"":""5 000–50 000 obyvatel"",""score"":16139,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535715020848,"{""uid"":1535715020848,""townSize"":""Pod 5 000 obyvatel"",""score"":14314,""evilness"":true,""gender"":""Žena"",""age"":""Přes 35 let""}"
1535705219930,"{""uid"":1535705219930,""townSize"":""Pod 5 000 obyvatel"",""score"":16210,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535712033145,"{""uid"":1535712033145,""townSize"":""Pod 5 000 obyvatel"",""score"":16011,""evilness"":true,""gender"":""Žena"",""age"":""Přes 35 let""}"
1535702203461,"{""uid"":1535702203461,""townSize"":""none"",""score"":16008,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535711371818,"{""uid"":1535711371818,""townSize"":""Nad 50 000 obyvatel"",""score"":15891,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535707814076,"{""uid"":1535707814076,""townSize"":""Nad 50 000 obyvatel"",""score"":15574,""evilness"":false,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535715467832,"{""uid"":1535715467832,""townSize"":""5 000–50 000 obyvatel"",""score"":15168,""evilness"":false,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535700295569,"{""uid"":1535700295569,""townSize"":""none"",""score"":16036,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535709246372,"{""uid"":1535709246372,""townSize"":""Nad 50 000 obyvatel"",""score"":16019,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535703350786,"{""uid"":1535703350786,""townSize"":""none"",""score"":15071,""evilness"":true,""gender"":""none"",""age"":""none""}"
1535695436722,"{""uid"":1535695436722,""townSize"":""none"",""score"":14786,""evilness"":false,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535701770508,"{""uid"":1535701770508,""townSize"":""none"",""score"":15791,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535708954038,"{""uid"":1535708954038,""townSize"":""Nad 50 000 obyvatel"",""score"":16220,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535705026067,"{""uid"":1535705026067,""townSize"":""none"",""score"":15976,""evilness"":false,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535711520359,"{""uid"":1535711520359,""townSize"":""Pod 5 000 obyvatel"",""score"":15459,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535700542294,"{""uid"":1535700542294,""townSize"":""none"",""score"":15771,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535700066529,"{""uid"":1535700066529,""townSize"":""none"",""score"":14664,""evilness"":false,""gender"":""Muž"",""age"":""18–35 let""}"
1535699013318,"{""uid"":1535699013318,""townSize"":""none"",""score"":14925,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535699382268,"{""uid"":1535699382268,""townSize"":""none"",""score"":15821,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535704888780,"{""uid"":1535704888780,""townSize"":""none"",""score"":15159,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535706492078,"{""uid"":1535706492078,""townSize"":""Pod 5 000 obyvatel"",""score"":15796,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535712407054,"{""uid"":1535712407054,""townSize"":""5 000–50 000 obyvatel"",""score"":15052,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535703263642,"{""uid"":1535703263642,""townSize"":""none"",""score"":15594,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535697151366,"{""uid"":1535697151366,""townSize"":""none"",""score"":15650,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535707185344,"{""uid"":1535707185344,""townSize"":""Nad 50 000 obyvatel"",""score"":16105,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535707259979,"{""uid"":1535707259979,""townSize"":""Pod 5 000 obyvatel"",""score"":15628,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535706858514,"{""uid"":1535706858514,""townSize"":""Nad 50 000 obyvatel"",""score"":15762,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535697714298,"{""uid"":1535697714298,""townSize"":""none"",""score"":16011,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535706584682,"{""uid"":1535706584682,""townSize"":""Nad 50 000 obyvatel"",""score"":16211,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535704173545,"{""uid"":1535704173545,""townSize"":""none"",""score"":16207,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535700618857,"{""uid"":1535700618857,""townSize"":""none"",""score"":15622,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535695536321,"{""uid"":1535695536321,""townSize"":""none"",""score"":15374,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535703858361,"{""uid"":1535703858361,""townSize"":""none"",""score"":16187,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535707156755,"{""uid"":1535707156755,""townSize"":""Nad 50 000 obyvatel"",""score"":16000,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535706231379,"{""uid"":1535706231379,""townSize"":""Nad 50 000 obyvatel"",""score"":14581,""evilness"":false,""gender"":""Žena"",""age"":""Přes 35 let""}"
1535702857879,"{""uid"":1535702857879,""townSize"":""none"",""score"":15488,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535708755577,"{""uid"":1535708755577,""townSize"":""none"",""score"":16222,""evilness"":true,""gender"":""none"",""age"":""none""}"
1535702428139,"{""uid"":1535702428139,""townSize"":""none"",""score"":15674,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535712197932,"{""uid"":1535712197932,""townSize"":""Pod 5 000 obyvatel"",""score"":14984,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535700439025,"{""uid"":1535700439025,""townSize"":""none"",""score"":14903,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535703213596,"{""uid"":1535703213596,""townSize"":""none"",""score"":16000,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535704657980,"{""uid"":1535704657980,""townSize"":""none"",""score"":15341,""evilness"":false,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535708177252,"{""uid"":1535708177252,""townSize"":""Nad 50 000 obyvatel"",""score"":16009,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535705016434,"{""uid"":1535705016434,""townSize"":""none"",""score"":16040,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535703610043,"{""uid"":1535703610043,""townSize"":""none"",""score"":15572,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535710955522,"{""uid"":1535710955522,""townSize"":""Nad 50 000 obyvatel"",""score"":16040,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535696548767,"{""uid"":1535696548767,""townSize"":""none"",""score"":16196,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535701061952,"{""uid"":1535701061952,""townSize"":""none"",""score"":15985,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535713882544,"{""uid"":1535713882544,""townSize"":""Nad 50 000 obyvatel"",""score"":15324,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535713302957,"{""uid"":1535713302957,""townSize"":""Nad 50 000 obyvatel"",""score"":16128,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535704998994,"{""uid"":1535704998994,""townSize"":""none"",""score"":15462,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535706709686,"{""uid"":1535706709686,""townSize"":""Nad 50 000 obyvatel"",""score"":15814,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535705215449,"{""uid"":1535705215449,""townSize"":""Nad 50 000 obyvatel"",""score"":16243,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535704715719,"{""uid"":1535704715719,""townSize"":""none"",""score"":14739,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535709616777,"{""uid"":1535709616777,""townSize"":""Nad 50 000 obyvatel"",""score"":15305,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535705244070,"{""uid"":1535705244070,""townSize"":""none"",""score"":15846,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535700997666,"{""uid"":1535700997666,""townSize"":""none"",""score"":15035,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535702836079,"{""uid"":1535702836079,""townSize"":""none"",""score"":15518,""evilness"":true,""gender"":""none"",""age"":""none""}"
1535710253219,"{""uid"":1535710253219,""townSize"":""Pod 5 000 obyvatel"",""score"":15370,""evilness"":false,""gender"":""Žena"",""age"":""18–35 let""}"
1535709280376,"{""uid"":1535709280376,""townSize"":""Nad 50 000 obyvatel"",""score"":15062,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535712366716,"{""uid"":1535712366716,""townSize"":""5 000–50 000 obyvatel"",""score"":16058,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535699909628,"{""uid"":1535699909628,""townSize"":""none"",""score"":15502,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535703982867,"{""uid"":1535703982867,""townSize"":""none"",""score"":15011,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535711469643,"{""uid"":1535711469643,""townSize"":""Nad 50 000 obyvatel"",""score"":15831,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535697564974,"{""uid"":1535697564974,""townSize"":""none"",""score"":16009,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535698398233,"{""uid"":1535698398233,""townSize"":""none"",""score"":14078,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535703994677,"{""uid"":1535703994677,""townSize"":""none"",""score"":16006,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535695765593,"{""uid"":1535695765593,""townSize"":""none"",""score"":15207,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535707650480,"{""uid"":1535707650480,""townSize"":""Nad 50 000 obyvatel"",""score"":15390,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535709334378,"{""uid"":1535709334378,""townSize"":""none"",""score"":15967,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535704496028,"{""uid"":1535704496028,""townSize"":""none"",""score"":15894,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535713882805,"{""uid"":1535713882805,""townSize"":""Nad 50 000 obyvatel"",""score"":15576,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535701989114,"{""uid"":1535701989114,""townSize"":""none"",""score"":16225,""evilness"":false,""gender"":""Muž"",""age"":""18–35 let""}"
1535712431554,"{""uid"":1535712431554,""townSize"":""5 000–50 000 obyvatel"",""score"":16031,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535702205935,"{""uid"":1535702205935,""townSize"":""none"",""score"":16054,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535712030113,"{""uid"":1535712030113,""townSize"":""Pod 5 000 obyvatel"",""score"":15654,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535709690599,"{""uid"":1535709690599,""townSize"":""Nad 50 000 obyvatel"",""score"":15136,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535708793558,"{""uid"":1535708793558,""townSize"":""Pod 5 000 obyvatel"",""score"":15605,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535715762590,"{""uid"":1535715762590,""townSize"":""Nad 50 000 obyvatel"",""score"":15601,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535704112389,"{""uid"":1535704112389,""townSize"":""none"",""score"":15917,""evilness"":true,""gender"":""Žena"",""age"":""Přes 35 let""}"
1535710896226,"{""uid"":1535710896226,""townSize"":""5 000–50 000 obyvatel"",""score"":14433,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535713752038,"{""uid"":1535713752038,""townSize"":""Nad 50 000 obyvatel"",""score"":15846,""evilness"":true,""gender"":""Žena"",""age"":""18–35 let""}"
1535711707900,"{""uid"":1535711707900,""townSize"":""none"",""score"":15210,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535701972025,"{""uid"":1535701972025,""townSize"":""none"",""score"":16220,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535712315083,"{""uid"":1535712315083,""townSize"":""none"",""score"":16231,""evilness"":true,""gender"":""none"",""age"":""none""}"
1535706261381,"{""uid"":1535706261381,""townSize"":""Nad 50 000 obyvatel"",""score"":15138,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535700213705,"{""uid"":1535700213705,""townSize"":""none"",""score"":15795,""evilness"":false,""gender"":""Muž"",""age"":""18–35 let""}"
1535709485454,"{""uid"":1535709485454,""townSize"":""Pod 5 000 obyvatel"",""score"":15720,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535705721371,"{""uid"":1535705721371,""townSize"":""Nad 50 000 obyvatel"",""score"":15822,""evilness"":true,""gender"":""Muž"",""age"":""Do 18 let""}"
1535709073048,"{""uid"":1535709073048,""townSize"":""Nad 50 000 obyvatel"",""score"":16061,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535712440585,"{""uid"":1535712440585,""townSize"":""Pod 5 000 obyvatel"",""score"":15281,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535703202527,"{""uid"":1535703202527,""townSize"":""none"",""score"":15034,""evilness"":true,""gender"":""Muž"",""age"":""Přes 35 let""}"
1535705409662,"{""uid"":1535705409662,""townSize"":""Nad 50 000 obyvatel"",""score"":15370,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535711178691,"{""uid"":1535711178691,""townSize"":""5 000–50 000 obyvatel"",""score"":16010,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
1535706384787,"{""uid"":1535706384787,""townSize"":""5 000–50 000 obyvatel"",""score"":15693,""evilness"":true,""gender"":""Muž"",""age"":""18–35 let""}"
